TDP,Strategy,Iteration,SuccessRate,AppSetSchedulability,TotalExecutionTime,AverageExecutionTime,CriticalPathLength,Hyperperiod,TotalTasks,ScheduledTasks,Makespan,AlgorithmRuntimeMs
50.00,1,12,0.500000,0.0,122.0,1.5,8.8,40.0,80,80,68,275
50.00,2,13,0.500000,0.0,122.0,1.5,8.8,40.0,80,80,67,291
50.00,3,14,0.500000,0.0,122.0,1.5,8.8,40.0,80,80,75,277
50.00,4,15,0.400000,0.0,122.0,1.5,8.8,40.0,80,64,70,255
50.00,0,16,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,73,250
50.00,1,17,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,64,296
50.00,2,18,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,69,271
50.00,3,19,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,70,275
50.00,4,20,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,66,271
50.00,0,21,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,71,280
50.00,1,22,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,66,261
50.00,2,23,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,70,275
50.00,3,24,0.400000,0.0,124.0,1.6,9.0,40.0,80,64,65,284
50.00,4,25,0.600000,0.0,124.0,1.6,9.0,40.0,80,96,73,271
50.00,0,26,0.600000,0.0,131.0,1.6,8.8,40.0,80,96,75,267
50.00,1,27,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,67,286
50.00,2,28,0.400000,0.0,131.0,1.6,8.8,40.0,80,64,67,294
50.00,3,29,0.400000,0.0,131.0,1.6,8.8,40.0,80,64,64,299
50.00,4,30,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,75,276
50.00,0,31,0.500000,0.0,124.0,1.6,8.6,40.0,80,80,75,255
50.00,1,32,0.400000,0.0,124.0,1.6,8.6,40.0,80,64,75,257
50.00,2,33,0.500000,0.0,124.0,1.6,8.6,40.0,80,80,73,274
50.00,3,34,0.500000,0.0,124.0,1.6,8.6,40.0,80,80,71,250
50.00,4,35,0.500000,0.0,124.0,1.6,8.6,40.0,80,80,67,265
50.00,0,36,0.500000,0.0,118.0,1.5,8.8,40.0,80,80,66,256
50.00,1,37,0.400000,0.0,118.0,1.5,8.8,40.0,80,64,65,278
50.00,2,38,0.500000,0.0,118.0,1.5,8.8,40.0,80,80,74,277
50.00,3,39,0.500000,0.0,118.0,1.5,8.8,40.0,80,80,74,247
50.00,4,40,0.500000,0.0,118.0,1.5,8.8,40.0,80,80,75,264
50.00,0,41,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,68,269
50.00,1,42,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,67,269
50.00,2,43,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,69,271
50.00,3,44,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,65,259
50.00,4,45,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,64,270
50.00,0,46,0.500000,0.0,130.0,1.6,8.8,40.0,80,80,75,276
50.00,1,47,0.600000,0.0,130.0,1.6,8.8,40.0,80,96,75,257
50.00,2,48,0.400000,0.0,130.0,1.6,8.8,40.0,80,64,71,285
50.00,3,49,0.500000,0.0,130.0,1.6,8.8,40.0,80,80,65,274
50.00,4,50,0.400000,0.0,130.0,1.6,8.8,40.0,80,64,66,251
50.00,0,1,0.500000,0.0,119.0,1.5,8.0,40.0,80,80,70,267
50.00,1,2,0.500000,0.0,119.0,1.5,8.0,40.0,80,80,71,270
50.00,2,3,0.500000,0.0,119.0,1.5,8.0,40.0,80,80,70,277
50.00,3,4,0.500000,0.0,119.0,1.5,8.0,40.0,80,80,67,279
50.00,4,5,0.500000,0.0,119.0,1.5,8.0,40.0,80,80,68,265
50.00,0,6,0.500000,0.0,117.0,1.5,6.6,40.0,80,80,73,261
50.00,1,7,0.500000,0.0,117.0,1.5,6.6,40.0,80,80,75,244
50.00,2,8,0.400000,0.0,117.0,1.5,6.6,40.0,80,64,72,275
50.00,3,9,0.500000,0.0,117.0,1.5,6.6,40.0,80,80,65,275
50.00,4,10,0.500000,0.0,117.0,1.5,6.6,40.0,80,80,69,286
50.00,0,11,0.500000,0.0,125.0,1.6,7.2,40.0,80,80,69,258
50.00,1,12,0.600000,0.0,125.0,1.6,7.2,40.0,80,96,74,241
50.00,2,13,0.500000,0.0,125.0,1.6,7.2,40.0,80,80,66,253
50.00,3,14,0.500000,0.0,125.0,1.6,7.2,40.0,80,80,73,264
50.00,4,15,0.600000,0.0,125.0,1.6,7.2,40.0,80,96,75,239
50.00,0,16,0.500000,0.0,110.0,1.4,6.6,40.0,80,80,68,279
50.00,1,17,0.500000,0.0,110.0,1.4,6.6,40.0,80,80,69,274
50.00,2,18,0.400000,0.0,110.0,1.4,6.6,40.0,80,64,67,276
50.00,3,19,0.500000,0.0,110.0,1.4,6.6,40.0,80,80,72,257
50.00,4,20,0.500000,0.0,110.0,1.4,6.6,40.0,80,80,71,276
50.00,0,21,0.400000,0.0,100.0,1.2,5.8,40.0,80,64,69,264
50.00,1,22,0.500000,0.0,100.0,1.2,5.8,40.0,80,80,68,256
50.00,2,23,0.400000,0.0,100.0,1.2,5.8,40.0,80,64,63,277
50.00,3,24,0.400000,0.0,100.0,1.2,5.8,40.0,80,64,69,280
50.00,4,25,0.600000,0.0,100.0,1.2,5.8,40.0,80,96,75,281
50.00,0,26,0.500000,0.0,93.0,1.2,5.2,40.0,80,80,73,252
50.00,1,27,0.500000,0.0,93.0,1.2,5.2,40.0,80,80,74,262
50.00,2,28,0.500000,0.0,93.0,1.2,5.2,40.0,80,80,69,264
50.00,3,29,0.500000,0.0,93.0,1.2,5.2,40.0,80,80,67,259
50.00,4,30,0.500000,0.0,93.0,1.2,5.2,40.0,80,80,70,259
50.00,0,31,0.500000,0.0,104.0,1.3,5.4,40.0,80,80,74,259
50.00,1,32,0.500000,0.0,104.0,1.3,5.4,40.0,80,80,68,238
50.00,2,33,0.400000,0.0,104.0,1.3,5.4,40.0,80,64,72,276
50.00,3,34,0.500000,0.0,104.0,1.3,5.4,40.0,80,80,69,276
50.00,4,35,0.500000,0.0,104.0,1.3,5.4,40.0,80,80,70,257
50.00,0,36,0.400000,0.0,102.0,1.3,5.2,40.0,80,64,69,281
50.00,1,37,0.500000,0.0,102.0,1.3,5.2,40.0,80,80,70,264
50.00,2,38,0.500000,0.0,102.0,1.3,5.2,40.0,80,80,64,289
50.00,3,39,0.500000,0.0,102.0,1.3,5.2,40.0,80,80,74,247
50.00,4,40,0.500000,0.0,102.0,1.3,5.2,40.0,80,80,75,251
50.00,0,41,0.400000,0.0,96.0,1.2,5.4,40.0,80,64,63,269
50.00,1,42,0.500000,0.0,96.0,1.2,5.4,40.0,80,80,69,274
50.00,2,43,0.500000,0.0,96.0,1.2,5.4,40.0,80,80,70,251
50.00,3,44,0.500000,0.0,96.0,1.2,5.4,40.0,80,80,64,275
50.00,4,45,0.500000,0.0,96.0,1.2,5.4,40.0,80,80,64,294
50.00,0,46,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,74,271
50.00,1,47,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,70,277
50.00,2,48,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,68,260
50.00,3,49,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,71,267
50.00,4,50,0.400000,0.0,92.0,1.1,5.6,40.0,80,64,67,262
