TDP,Strategy,Iteration,SuccessRate,AppSetSchedulability,TotalExecutionTime,AverageExecutionTime,CriticalPathLength,Hyperperiod,TotalTasks,ScheduledTasks,Makespan,AlgorithmRuntimeMs
30.00,3,24,0.300000,0.0,134.0,1.7,8.8,40.0,80,48,75,248
30.00,4,25,0.200000,0.0,134.0,1.7,8.8,40.0,80,32,61,246
30.00,0,26,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,64,257
30.00,1,27,0.300000,0.0,133.0,1.7,8.4,40.0,80,48,70,254
30.00,2,28,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,61,223
30.00,3,29,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,65,244
30.00,4,30,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,58,230
30.00,0,31,0.300000,0.0,124.0,1.6,9.0,40.0,80,48,74,238
30.00,1,32,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,55,265
30.00,2,33,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,66,250
30.00,3,34,0.300000,0.0,124.0,1.6,9.0,40.0,80,48,72,248
30.00,4,35,0.300000,0.0,124.0,1.6,9.0,40.0,80,48,71,258
30.00,0,36,0.300000,0.0,118.0,1.5,7.4,40.0,80,48,72,252
30.00,1,37,0.200000,0.0,118.0,1.5,7.4,40.0,80,32,71,241
30.00,2,38,0.200000,0.0,118.0,1.5,7.4,40.0,80,32,59,252
30.00,3,39,0.200000,0.0,118.0,1.5,7.4,40.0,80,32,72,242
30.00,4,40,0.300000,0.0,118.0,1.5,7.4,40.0,80,48,68,248
30.00,0,41,0.300000,0.0,128.0,1.6,8.6,40.0,80,48,74,241
30.00,1,42,0.300000,0.0,128.0,1.6,8.6,40.0,80,48,71,255
30.00,2,43,0.300000,0.0,128.0,1.6,8.6,40.0,80,48,73,243
30.00,3,44,0.200000,0.0,128.0,1.6,8.6,40.0,80,32,69,240
30.00,4,45,0.200000,0.0,128.0,1.6,8.6,40.0,80,32,62,240
30.00,0,46,0.200000,0.0,127.0,1.6,8.6,40.0,80,32,69,250
30.00,1,47,0.200000,0.0,127.0,1.6,8.6,40.0,80,32,63,250
30.00,2,48,0.200000,0.0,127.0,1.6,8.6,40.0,80,32,62,245
30.00,3,49,0.300000,0.0,127.0,1.6,8.6,40.0,80,48,74,256
30.00,4,50,0.200000,0.0,127.0,1.6,8.6,40.0,80,32,60,247
30.00,0,1,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,62,253
30.00,1,2,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,75,233
30.00,2,3,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,73,221
30.00,3,4,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,73,244
30.00,4,5,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,72,258
30.00,0,6,0.200000,0.0,112.0,1.4,7.2,40.0,80,32,58,253
30.00,1,7,0.300000,0.0,112.0,1.4,7.2,40.0,80,48,75,238
30.00,2,8,0.200000,0.0,112.0,1.4,7.2,40.0,80,32,60,256
30.00,3,9,0.200000,0.0,112.0,1.4,7.2,40.0,80,32,63,240
30.00,4,10,0.200000,0.0,112.0,1.4,7.2,40.0,80,32,70,236
30.00,0,11,0.300000,0.0,123.0,1.5,9.4,40.0,80,48,74,245
30.00,1,12,0.300000,0.0,123.0,1.5,9.4,40.0,80,48,75,230
30.00,2,13,0.300000,0.0,123.0,1.5,9.4,40.0,80,48,75,220
30.00,3,14,0.200000,0.0,123.0,1.5,9.4,40.0,80,32,65,228
30.00,4,15,0.200000,0.0,123.0,1.5,9.4,40.0,80,32,63,241
30.00,0,16,0.200000,0.0,117.0,1.5,8.6,40.0,80,32,68,249
30.00,1,17,0.200000,0.0,117.0,1.5,8.6,40.0,80,32,63,257
30.00,2,18,0.200000,0.0,117.0,1.5,8.6,40.0,80,32,60,244
30.00,3,19,0.300000,0.0,117.0,1.5,8.6,40.0,80,48,75,247
30.00,4,20,0.300000,0.0,117.0,1.5,8.6,40.0,80,48,69,245
30.00,0,21,0.300000,0.0,116.0,1.4,7.8,40.0,80,48,75,244
30.00,1,22,0.200000,0.0,116.0,1.4,7.8,40.0,80,32,68,253
30.00,2,23,0.300000,0.0,116.0,1.4,7.8,40.0,80,48,73,240
30.00,3,24,0.200000,0.0,116.0,1.4,7.8,40.0,80,32,67,235
30.00,4,25,0.300000,0.0,116.0,1.4,7.8,40.0,80,48,72,244
30.00,0,26,0.200000,0.0,126.0,1.6,8.8,40.0,80,32,55,259
30.00,1,27,0.200000,0.0,126.0,1.6,8.8,40.0,80,32,66,239
30.00,2,28,0.300000,0.0,126.0,1.6,8.8,40.0,80,48,72,249
30.00,3,29,0.200000,0.0,126.0,1.6,8.8,40.0,80,32,70,234
30.00,4,30,0.300000,0.0,126.0,1.6,8.8,40.0,80,48,74,239
30.00,0,31,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,72,239
30.00,1,32,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,72,248
30.00,2,33,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,56,248
30.00,3,34,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,66,251
30.00,4,35,0.300000,0.0,131.0,1.6,8.8,40.0,80,48,75,244
30.00,0,36,0.200000,0.0,117.0,1.5,8.0,40.0,80,32,61,251
30.00,1,37,0.200000,0.0,117.0,1.5,8.0,40.0,80,32,61,241
30.00,2,38,0.200000,0.0,117.0,1.5,8.0,40.0,80,32,64,264
30.00,3,39,0.300000,0.0,117.0,1.5,8.0,40.0,80,48,75,245
30.00,4,40,0.300000,0.0,117.0,1.5,8.0,40.0,80,48,69,252
30.00,0,41,0.200000,0.0,121.0,1.5,7.8,40.0,80,32,64,238
30.00,1,42,0.200000,0.0,121.0,1.5,7.8,40.0,80,32,69,223
30.00,2,43,0.300000,0.0,121.0,1.5,7.8,40.0,80,48,75,239
30.00,3,44,0.200000,0.0,121.0,1.5,7.8,40.0,80,32,58,244
30.00,4,45,0.200000,0.0,121.0,1.5,7.8,40.0,80,32,65,237
30.00,0,46,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,60,242
30.00,1,47,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,75,222
30.00,2,48,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,62,245
30.00,3,49,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,73,248
30.00,4,50,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,69,231
30.00,0,1,0.300000,0.0,132.0,1.6,9.2,40.0,80,48,74,243
30.00,1,2,0.200000,0.0,132.0,1.6,9.2,40.0,80,32,69,250
30.00,2,3,0.200000,0.0,132.0,1.6,9.2,40.0,80,32,67,234
30.00,3,4,0.300000,0.0,132.0,1.6,9.2,40.0,80,48,74,241
30.00,4,5,0.200000,0.0,132.0,1.6,9.2,40.0,80,32,62,244
30.00,0,6,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,63,239
30.00,1,7,0.300000,0.0,133.0,1.7,8.4,40.0,80,48,73,229
30.00,2,8,0.200000,0.0,133.0,1.7,8.4,40.0,80,32,74,235
30.00,3,9,0.300000,0.0,133.0,1.7,8.4,40.0,80,48,74,239
30.00,4,10,0.300000,0.0,133.0,1.7,8.4,40.0,80,48,74,235
30.00,0,11,0.300000,0.0,122.0,1.5,8.8,40.0,80,48,69,248
30.00,1,12,0.200000,0.0,122.0,1.5,8.8,40.0,80,32,71,246
30.00,2,13,0.200000,0.0,122.0,1.5,8.8,40.0,80,32,60,241
30.00,3,14,0.200000,0.0,122.0,1.5,8.8,40.0,80,32,62,248
30.00,4,15,0.300000,0.0,122.0,1.5,8.8,40.0,80,48,70,241
30.00,0,16,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,68,246
30.00,1,17,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,57,225
30.00,2,18,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,58,250
30.00,3,19,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,59,257
30.00,4,20,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,59,251
30.00,0,21,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,58,241
30.00,1,22,0.300000,0.0,124.0,1.6,9.0,40.0,80,48,75,226
30.00,2,23,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,63,238
30.00,3,24,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,59,247
30.00,4,25,0.200000,0.0,124.0,1.6,9.0,40.0,80,32,68,250
30.00,0,26,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,56,241
30.00,1,27,0.300000,0.0,131.0,1.6,8.8,40.0,80,48,72,234
30.00,2,28,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,55,237
30.00,3,29,0.300000,0.0,131.0,1.6,8.8,40.0,80,48,75,247
30.00,4,30,0.200000,0.0,131.0,1.6,8.8,40.0,80,32,58,248
30.00,0,31,0.200000,0.0,124.0,1.6,8.6,40.0,80,32,63,246
30.00,1,32,0.300000,0.0,124.0,1.6,8.6,40.0,80,48,74,242
30.00,2,33,0.200000,0.0,124.0,1.6,8.6,40.0,80,32,69,239
30.00,3,34,0.200000,0.0,124.0,1.6,8.6,40.0,80,32,67,238
30.00,4,35,0.200000,0.0,124.0,1.6,8.6,40.0,80,32,65,255
30.00,0,36,0.300000,0.0,118.0,1.5,8.8,40.0,80,48,75,241
30.00,1,37,0.200000,0.0,118.0,1.5,8.8,40.0,80,32,60,252
30.00,2,38,0.200000,0.0,118.0,1.5,8.8,40.0,80,32,57,224
30.00,3,39,0.300000,0.0,118.0,1.5,8.8,40.0,80,48,73,240
30.00,4,40,0.200000,0.0,118.0,1.5,8.8,40.0,80,32,58,244
30.00,0,41,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,59,236
30.00,1,42,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,74,251
30.00,2,43,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,72,246
30.00,3,44,0.200000,0.0,129.0,1.6,8.8,40.0,80,32,67,234
30.00,4,45,0.300000,0.0,129.0,1.6,8.8,40.0,80,48,71,240
30.00,0,46,0.300000,0.0,130.0,1.6,8.8,40.0,80,48,73,248
30.00,1,47,0.300000,0.0,130.0,1.6,8.8,40.0,80,48,73,246
30.00,2,48,0.200000,0.0,130.0,1.6,8.8,40.0,80,32,69,243
30.00,3,49,0.300000,0.0,130.0,1.6,8.8,40.0,80,48,75,250
30.00,4,50,0.300000,0.0,130.0,1.6,8.8,40.0,80,48,70,243
30.00,0,1,0.300000,0.0,119.0,1.5,8.0,40.0,80,48,75,229
30.00,1,2,0.300000,0.0,119.0,1.5,8.0,40.0,80,48,69,231
30.00,2,3,0.200000,0.0,119.0,1.5,8.0,40.0,80,32,58,238
30.00,3,4,0.300000,0.0,119.0,1.5,8.0,40.0,80,48,72,240
30.00,4,5,0.300000,0.0,119.0,1.5,8.0,40.0,80,48,74,240
30.00,0,6,0.200000,0.0,117.0,1.5,6.6,40.0,80,32,69,238
30.00,1,7,0.200000,0.0,117.0,1.5,6.6,40.0,80,32,68,230
30.00,2,8,0.200000,0.0,117.0,1.5,6.6,40.0,80,32,67,239
30.00,3,9,0.300000,0.0,117.0,1.5,6.6,40.0,80,48,74,233
30.00,4,10,0.200000,0.0,117.0,1.5,6.6,40.0,80,32,56,247
30.00,0,11,0.200000,0.0,125.0,1.6,7.2,40.0,80,32,63,231
30.00,1,12,0.300000,0.0,125.0,1.6,7.2,40.0,80,48,72,245
30.00,2,13,0.300000,0.0,125.0,1.6,7.2,40.0,80,48,75,249
30.00,3,14,0.200000,0.0,125.0,1.6,7.2,40.0,80,32,68,247
30.00,4,15,0.300000,0.0,125.0,1.6,7.2,40.0,80,48,70,257
30.00,0,16,0.300000,0.0,110.0,1.4,6.6,40.0,80,48,75,245
30.00,1,17,0.300000,0.0,110.0,1.4,6.6,40.0,80,48,74,252
30.00,2,18,0.200000,0.0,110.0,1.4,6.6,40.0,80,32,64,267
30.00,3,19,0.300000,0.0,110.0,1.4,6.6,40.0,80,48,73,239
30.00,4,20,0.300000,0.0,110.0,1.4,6.6,40.0,80,48,74,229
30.00,0,21,0.200000,0.0,100.0,1.2,5.8,40.0,80,32,66,242
30.00,1,22,0.200000,0.0,100.0,1.2,5.8,40.0,80,32,58,233
30.00,2,23,0.200000,0.0,100.0,1.2,5.8,40.0,80,32,67,241
30.00,3,24,0.200000,0.0,100.0,1.2,5.8,40.0,80,32,59,232
30.00,4,25,0.200000,0.0,100.0,1.2,5.8,40.0,80,32,56,251
30.00,0,26,0.200000,0.0,93.0,1.2,5.2,40.0,80,32,62,245
30.00,1,27,0.200000,0.0,93.0,1.2,5.2,40.0,80,32,66,245
30.00,2,28,0.200000,0.0,93.0,1.2,5.2,40.0,80,32,57,249
30.00,3,29,0.200000,0.0,93.0,1.2,5.2,40.0,80,32,70,238
30.00,4,30,0.200000,0.0,93.0,1.2,5.2,40.0,80,32,71,238
30.00,0,31,0.200000,0.0,104.0,1.3,5.4,40.0,80,32,60,247
30.00,1,32,0.300000,0.0,104.0,1.3,5.4,40.0,80,48,74,237
30.00,2,33,0.200000,0.0,104.0,1.3,5.4,40.0,80,32,61,252
30.00,3,34,0.200000,0.0,104.0,1.3,5.4,40.0,80,32,72,237
30.00,4,35,0.300000,0.0,104.0,1.3,5.4,40.0,80,48,67,258
30.00,0,36,0.300000,0.0,102.0,1.3,5.2,40.0,80,48,75,248
30.00,1,37,0.300000,0.0,102.0,1.3,5.2,40.0,80,48,69,247
30.00,2,38,0.300000,0.0,102.0,1.3,5.2,40.0,80,48,74,229
30.00,3,39,0.200000,0.0,102.0,1.3,5.2,40.0,80,32,58,236
30.00,4,40,0.300000,0.0,102.0,1.3,5.2,40.0,80,48,74,242
30.00,0,41,0.300000,0.0,96.0,1.2,5.4,40.0,80,48,73,234
30.00,1,42,0.200000,0.0,96.0,1.2,5.4,40.0,80,32,56,235
30.00,2,43,0.200000,0.0,96.0,1.2,5.4,40.0,80,32,59,242
30.00,3,44,0.200000,0.0,96.0,1.2,5.4,40.0,80,32,64,241
30.00,4,45,0.300000,0.0,96.0,1.2,5.4,40.0,80,48,73,233
30.00,0,46,0.200000,0.0,92.0,1.1,5.6,40.0,80,32,61,239
30.00,1,47,0.200000,0.0,92.0,1.1,5.6,40.0,80,32,67,241
30.00,2,48,0.200000,0.0,92.0,1.1,5.6,40.0,80,32,65,250
30.00,3,49,0.300000,0.0,92.0,1.1,5.6,40.0,80,48,74,254
30.00,4,50,0.300000,0.0,92.0,1.1,5.6,40.0,80,48,69,243
50.00,0,1,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,66,281
50.00,1,2,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,65,292
50.00,2,3,0.600000,0.0,92.0,1.1,5.6,40.0,80,96,75,269
50.00,3,4,0.600000,0.0,92.0,1.1,5.6,40.0,80,96,74,286
50.00,4,5,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,74,268
50.00,0,6,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,75,269
50.00,1,7,0.400000,0.0,92.0,1.1,5.6,40.0,80,64,64,291
50.00,2,8,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,67,275
50.00,3,9,0.500000,0.0,92.0,1.1,5.6,40.0,80,80,65,273
50.00,4,10,0.400000,0.0,92.0,1.1,5.6,40.0,80,64,71,283
50.00,0,11,0.500000,0.0,111.0,1.4,8.6,40.0,80,80,71,261
50.00,1,12,0.400000,0.0,111.0,1.4,8.6,40.0,80,64,64,290
50.00,2,13,0.500000,0.0,111.0,1.4,8.6,40.0,80,80,66,255
50.00,3,14,0.500000,0.0,111.0,1.4,8.6,40.0,80,80,64,278
50.00,4,15,0.500000,0.0,111.0,1.4,8.6,40.0,80,80,71,271
50.00,0,16,0.500000,0.0,112.0,1.4,8.4,40.0,80,80,71,272
50.00,1,17,0.500000,0.0,112.0,1.4,8.4,40.0,80,80,70,257
50.00,2,18,0.500000,0.0,112.0,1.4,8.4,40.0,80,80,69,274
50.00,3,19,0.500000,0.0,112.0,1.4,8.4,40.0,80,80,71,274
50.00,4,20,0.500000,0.0,112.0,1.4,8.4,40.0,80,80,64,288
50.00,0,21,0.400000,0.0,104.0,1.3,6.8,40.0,80,64,69,255
50.00,1,22,0.400000,0.0,104.0,1.3,6.8,40.0,80,64,70,263
50.00,2,23,0.400000,0.0,104.0,1.3,6.8,40.0,80,64,73,262
50.00,3,24,0.500000,0.0,104.0,1.3,6.8,40.0,80,80,74,256
50.00,4,25,0.500000,0.0,104.0,1.3,6.8,40.0,80,80,70,245
50.00,0,26,0.500000,0.0,107.0,1.3,7.0,40.0,80,80,68,258
50.00,1,27,0.500000,0.0,107.0,1.3,7.0,40.0,80,80,66,277
50.00,2,28,0.400000,0.0,107.0,1.3,7.0,40.0,80,64,67,289
50.00,3,29,0.500000,0.0,107.0,1.3,7.0,40.0,80,80,73,275
50.00,4,30,0.500000,0.0,107.0,1.3,7.0,40.0,80,80,70,287
50.00,0,31,0.400000,0.0,124.0,1.6,9.2,40.0,80,64,65,276
50.00,1,32,0.400000,0.0,124.0,1.6,9.2,40.0,80,64,69,279
50.00,2,33,0.500000,0.0,124.0,1.6,9.2,40.0,80,80,66,268
50.00,3,34,0.500000,0.0,124.0,1.6,9.2,40.0,80,80,74,243
50.00,4,35,0.400000,0.0,124.0,1.6,9.2,40.0,80,64,64,280
50.00,0,36,0.600000,0.0,122.0,1.5,9.0,40.0,80,96,75,266
50.00,1,37,0.500000,0.0,122.0,1.5,9.0,40.0,80,80,70,263
50.00,2,38,0.500000,0.0,122.0,1.5,9.0,40.0,80,80,69,293
50.00,3,39,0.500000,0.0,122.0,1.5,9.0,40.0,80,80,72,268
50.00,4,40,0.400000,0.0,122.0,1.5,9.0,40.0,80,64,65,280
50.00,0,41,0.500000,0.0,126.0,1.6,9.0,40.0,80,80,70,271
50.00,1,42,0.300000,0.0,126.0,1.6,9.0,40.0,80,48,67,286
50.00,2,43,0.500000,0.0,126.0,1.6,9.0,40.0,80,80,68,273
50.00,3,44,0.500000,0.0,126.0,1.6,9.0,40.0,80,80,75,265
50.00,4,45,0.400000,0.0,126.0,1.6,9.0,40.0,80,64,64,285
50.00,0,46,0.500000,0.0,121.0,1.5,7.4,40.0,80,80,73,245
50.00,1,47,0.500000,0.0,121.0,1.5,7.4,40.0,80,80,65,275
50.00,2,48,0.500000,0.0,121.0,1.5,7.4,40.0,80,80,69,252
50.00,3,49,0.500000,0.0,121.0,1.5,7.4,40.0,80,80,75,250
50.00,4,50,0.400000,0.0,121.0,1.5,7.4,40.0,80,64,68,268
50.00,0,1,0.400000,0.0,130.0,1.6,8.2,40.0,80,64,70,277
50.00,1,2,0.500000,0.0,130.0,1.6,8.2,40.0,80,80,72,249
50.00,2,3,0.400000,0.0,130.0,1.6,8.2,40.0,80,64,71,283
50.00,3,4,0.500000,0.0,130.0,1.6,8.2,40.0,80,80,66,267
50.00,4,5,0.500000,0.0,130.0,1.6,8.2,40.0,80,80,69,270
50.00,0,6,0.500000,0.0,129.0,1.6,7.6,40.0,80,80,75,279
50.00,1,7,0.500000,0.0,129.0,1.6,7.6,40.0,80,80,65,276
50.00,2,8,0.400000,0.0,129.0,1.6,7.6,40.0,80,64,75,268
50.00,3,9,0.500000,0.0,129.0,1.6,7.6,40.0,80,80,68,279
50.00,4,10,0.500000,0.0,129.0,1.6,7.6,40.0,80,80,66,282
50.00,0,11,0.500000,0.0,124.0,1.6,7.2,40.0,80,80,74,273
50.00,1,12,0.500000,0.0,124.0,1.6,7.2,40.0,80,80,74,267
50.00,2,13,0.500000,0.0,124.0,1.6,7.2,40.0,80,80,69,283
50.00,3,14,0.500000,0.0,124.0,1.6,7.2,40.0,80,80,71,263
50.00,4,15,0.400000,0.0,124.0,1.6,7.2,40.0,80,64,74,276
50.00,0,16,0.500000,0.0,126.0,1.6,8.2,40.0,80,80,70,255
50.00,1,17,0.500000,0.0,126.0,1.6,8.2,40.0,80,80,65,275
50.00,2,18,0.500000,0.0,126.0,1.6,8.2,40.0,80,80,74,261
50.00,3,19,0.500000,0.0,126.0,1.6,8.2,40.0,80,80,75,258
50.00,4,20,0.400000,0.0,126.0,1.6,8.2,40.0,80,64,64,274
50.00,0,21,0.500000,0.0,134.0,1.7,8.8,40.0,80,80,72,268
50.00,1,22,0.600000,0.0,134.0,1.7,8.8,40.0,80,96,75,265
50.00,2,23,0.500000,0.0,134.0,1.7,8.8,40.0,80,80,67,267
50.00,3,24,0.500000,0.0,134.0,1.7,8.8,40.0,80,80,66,282
50.00,4,25,0.500000,0.0,134.0,1.7,8.8,40.0,80,80,69,267
50.00,0,26,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,74,269
50.00,1,27,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,74,227
50.00,2,28,0.400000,0.0,133.0,1.7,8.4,40.0,80,64,66,263
50.00,3,29,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,63,285
50.00,4,30,0.400000,0.0,133.0,1.7,8.4,40.0,80,64,67,280
50.00,0,31,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,68,277
50.00,1,32,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,72,269
50.00,2,33,0.400000,0.0,124.0,1.6,9.0,40.0,80,64,64,280
50.00,3,34,0.500000,0.0,124.0,1.6,9.0,40.0,80,80,65,276
50.00,4,35,0.400000,0.0,124.0,1.6,9.0,40.0,80,64,70,255
50.00,0,36,0.500000,0.0,118.0,1.5,7.4,40.0,80,80,69,272
50.00,1,37,0.500000,0.0,118.0,1.5,7.4,40.0,80,80,68,282
50.00,2,38,0.400000,0.0,118.0,1.5,7.4,40.0,80,64,62,257
50.00,3,39,0.500000,0.0,118.0,1.5,7.4,40.0,80,80,68,275
50.00,4,40,0.500000,0.0,118.0,1.5,7.4,40.0,80,80,69,278
50.00,0,41,0.500000,0.0,128.0,1.6,8.6,40.0,80,80,66,279
50.00,1,42,0.500000,0.0,128.0,1.6,8.6,40.0,80,80,70,266
50.00,2,43,0.400000,0.0,128.0,1.6,8.6,40.0,80,64,71,272
50.00,3,44,0.400000,0.0,128.0,1.6,8.6,40.0,80,64,67,259
50.00,4,45,0.400000,0.0,128.0,1.6,8.6,40.0,80,64,66,278
50.00,0,46,0.500000,0.0,127.0,1.6,8.6,40.0,80,80,68,265
50.00,1,47,0.400000,0.0,127.0,1.6,8.6,40.0,80,64,66,300
50.00,2,48,0.400000,0.0,127.0,1.6,8.6,40.0,80,64,66,287
50.00,3,49,0.500000,0.0,127.0,1.6,8.6,40.0,80,80,69,266
50.00,4,50,0.500000,0.0,127.0,1.6,8.6,40.0,80,80,66,282
50.00,0,1,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,65,281
50.00,1,2,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,70,253
50.00,2,3,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,69,285
50.00,3,4,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,66,301
50.00,4,5,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,68,284
50.00,0,6,0.500000,0.0,112.0,1.4,7.2,40.0,80,80,75,257
50.00,1,7,0.500000,0.0,112.0,1.4,7.2,40.0,80,80,71,268
50.00,2,8,0.500000,0.0,112.0,1.4,7.2,40.0,80,80,71,268
50.00,3,9,0.500000,0.0,112.0,1.4,7.2,40.0,80,80,69,280
50.00,4,10,0.500000,0.0,112.0,1.4,7.2,40.0,80,80,67,259
50.00,0,11,0.500000,0.0,123.0,1.5,9.4,40.0,80,80,66,277
50.00,1,12,0.500000,0.0,123.0,1.5,9.4,40.0,80,80,70,287
50.00,2,13,0.400000,0.0,123.0,1.5,9.4,40.0,80,64,67,273
50.00,3,14,0.500000,0.0,123.0,1.5,9.4,40.0,80,80,71,282
50.00,4,15,0.500000,0.0,123.0,1.5,9.4,40.0,80,80,70,257
50.00,0,16,0.500000,0.0,117.0,1.5,8.6,40.0,80,80,72,263
50.00,1,17,0.400000,0.0,117.0,1.5,8.6,40.0,80,64,70,273
50.00,2,18,0.500000,0.0,117.0,1.5,8.6,40.0,80,80,70,270
50.00,3,19,0.400000,0.0,117.0,1.5,8.6,40.0,80,64,65,291
50.00,4,20,0.400000,0.0,117.0,1.5,8.6,40.0,80,64,64,291
50.00,0,21,0.500000,0.0,116.0,1.4,7.8,40.0,80,80,68,270
50.00,1,22,0.400000,0.0,116.0,1.4,7.8,40.0,80,64,67,262
50.00,2,23,0.500000,0.0,116.0,1.4,7.8,40.0,80,80,67,276
50.00,3,24,0.500000,0.0,116.0,1.4,7.8,40.0,80,80,69,281
50.00,4,25,0.500000,0.0,116.0,1.4,7.8,40.0,80,80,66,275
50.00,0,26,0.500000,0.0,126.0,1.6,8.8,40.0,80,80,74,266
50.00,1,27,0.500000,0.0,126.0,1.6,8.8,40.0,80,80,75,253
50.00,2,28,0.400000,0.0,126.0,1.6,8.8,40.0,80,64,65,277
50.00,3,29,0.500000,0.0,126.0,1.6,8.8,40.0,80,80,72,273
50.00,4,30,0.500000,0.0,126.0,1.6,8.8,40.0,80,80,63,283
50.00,0,31,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,65,275
50.00,1,32,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,65,258
50.00,2,33,0.600000,0.0,131.0,1.6,8.8,40.0,80,96,74,280
50.00,3,34,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,75,239
50.00,4,35,0.500000,0.0,131.0,1.6,8.8,40.0,80,80,64,248
50.00,0,36,0.400000,0.0,117.0,1.5,8.0,40.0,80,64,70,284
50.00,1,37,0.500000,0.0,117.0,1.5,8.0,40.0,80,80,69,266
50.00,2,38,0.500000,0.0,117.0,1.5,8.0,40.0,80,80,73,279
50.00,3,39,0.500000,0.0,117.0,1.5,8.0,40.0,80,80,66,277
50.00,4,40,0.400000,0.0,117.0,1.5,8.0,40.0,80,64,64,276
50.00,0,41,0.500000,0.0,121.0,1.5,7.8,40.0,80,80,69,290
50.00,1,42,0.500000,0.0,121.0,1.5,7.8,40.0,80,80,70,274
50.00,2,43,0.600000,0.0,121.0,1.5,7.8,40.0,80,96,75,275
50.00,3,44,0.500000,0.0,121.0,1.5,7.8,40.0,80,80,71,270
50.00,4,45,0.600000,0.0,121.0,1.5,7.8,40.0,80,96,74,284
50.00,0,46,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,68,279
50.00,1,47,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,67,286
50.00,2,48,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,72,255
50.00,3,49,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,68,255
50.00,4,50,0.500000,0.0,129.0,1.6,8.8,40.0,80,80,66,270
50.00,0,1,0.500000,0.0,132.0,1.6,9.2,40.0,80,80,70,279
50.00,1,2,0.500000,0.0,132.0,1.6,9.2,40.0,80,80,70,262
50.00,2,3,0.500000,0.0,132.0,1.6,9.2,40.0,80,80,67,259
50.00,3,4,0.500000,0.0,132.0,1.6,9.2,40.0,80,80,64,262
50.00,4,5,0.500000,0.0,132.0,1.6,9.2,40.0,80,80,65,266
50.00,0,6,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,65,281
50.00,1,7,0.400000,0.0,133.0,1.7,8.4,40.0,80,64,66,275
50.00,2,8,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,64,280
50.00,3,9,0.400000,0.0,133.0,1.7,8.4,40.0,80,64,70,279
50.00,4,10,0.500000,0.0,133.0,1.7,8.4,40.0,80,80,68,265
50.00,0,11,0.500000,0.0,122.0,1.5,8.8,40.0,80,80,75,285
